,text,source
5344,"#БудниМЧС <br><br>Вертолет Ми-26 МЧС России был главным участником рекорда России-2016. <br><br>Команда из 106 человек собрала в небе над Коломной фигуру и перестроила ее, тем самым установив новый рекорд России в классе большие парашютные формации.",mchsgov
5345,"#СМИобМЧС<br><br>""Безопасность"": Спасение на воде.<br><br>Что делать, если тонешь, как помочь утопающему, как спастись, если оказались за бортом – на эти вопросы ответят эксперименты программы ""Безопасность"". <br><br>http://www.m24.ru/videos/118319",mchsgov
5346,"#ДинастииПожарных<br><br>Пожарный – это профессия мужественных, сильных и умных мужчин. И не редко в этой профессии встречаются целые династии.<br>В пожарной охране Белгородской области таких династий несколько. Сегодня мы расскажем о семье Хахалевых.<br><br>http://www.mchs.gov.ru/document/25270946",mchsgov
5347,Сегодня в Ленинградской области на базе загородного центра детско-юношеского творчества «Зеркальный» состоялась торжественная церемония открытия III Международных соревнований «Школа безопасности».<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32823000/,mchsgov
5348,#БудниМЧС<br><br>Барабанщицы оркестра Ивановской академии ГПС МЧС России<br>Фото: Пресс-служба ИПСА ГПС МЧС,mchsgov
5349,"В новом выпуске #МЧС_112:<br><br>члены экипажа Ил-76 МЧС России, погибшие при исполнении служебного долга в Иркутской области, указом Президента РФ посмертно награждены орденами Мужества;<br><br>Владимир Пучков наградил Юлию Король за подвиг, совершенный на Сямозере в Карелии;<br><br>презентация возможностей «Летающего госпиталя» «Сухой» Суперджет-100.  <br><br>#мчс",mchsgov
5350,Крымские спасатели в рамках программы «Школа безопасности» провели в международном детском центре «Артек» мастер-класс «Научись плавать» по правилам поведения на воде.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32821813/,mchsgov
5351,#ФактМЧС,mchsgov
5352,#БЕЗОПАСНОСТЬЭТО<br><br>Берегите себя и следуйте правилам безопасности!,mchsgov
5353,В горах Карачаево-Черкесии проходят сборы по альпинистской и горной подготовке спасателей Центра по проведению спасательных операций особого риска «Лидер». <br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32820346/,mchsgov
5354,#ПамяткаМЧС <br><br>Аптечка первой помощи. Что взять с собой в путешествие?,mchsgov
5355,"Сильный пожар вспыхнул в ночь со среды на четверг на западе города. Огонь охватил 5,5 тысяч квадратных метров трехэтажного реконструируемого здания старой постройки. Но, невзирая на масштабность, московские пожарные укротили стихию в кратчайшие сроки. <br> <br>Сообщение о пожаре на Кутузовском проспекте, д. 12, к. 1 поступило по телефону пожарной охраны «101» в Центр управления в кризисных ситуациях столичного управления МЧС России в 01.39. Первые пожарно-спасательные подразделения прибыли на место уже через семь минут – в 01.46. К моменту прибытия пожарных расчетов открытое пламя вырывалось из-под крыши здания. Исходя из складывающейся обстановки, пожару был присвоен повышенный ранг сложности. <br> <br>– Для обеспечения бесперебойной подачи воды на место были высланы два пожарно-спасательных корабля, «Полковник Чернышев» и «Надежда», – сообщил начальник столичного управления МЧС России Илья Денисов. – Во время пожара произошло обрушение кровли здания на площади 2,5 тысячи квадратных метров. В тушении пожара были задействованы пожарные автомобили с установкой «Кобра» с гидроабразивной резкой, которые позволяют тушить пожар, не заходя в помещение, и эффективно противодействовать распространению огня. Кроме того, на защиту нижележащих этажей и соседних помещений своевременно были поданы водяные стволы, что позволило не допустить дальнейшее развитие пожара и локализовать его в возможно кратчайшие сроки. <br> <br>Благодаря слаженным действиям пожарно-спасательной команды и грамотному руководству личным составом, в 04.07 пожар был локализован, ликвидирован в 04.50 утра. Всего в тушении пожара было задействовано порядка 200 человек личного состава и 54 единицы пожарно-спасательной техники, в том числе 7 подъемных механизмов. На месте пожара работала мобильная лаборатория, которая проводила замеры воздуха. Превышений предельно допустимой концентрации вредных веществ выявлено не было. Пострадавших нет. <br> <br>21 июля продолжаются работы по проливке и разборке обрушившихся конструкций. <br> <br>Главное управление МЧС России по г. Москве напоминает о необходимости соблюдения правил пожарной безопасности. Помните, что от этого зависит Ваша жизнь, жизнь Ваших близких и сохранность имущества. В случае обнаружения пожара незамедлительно звоните по телефону «101». <br><br>#МЧСМосквы #ОперативноеСобытие #Пожар #СтоличныеОгнеборцы #ПожарныеМосквы",mchsgov
5356,#БудниМЧС <br><br>Учения пожарных г. Санкт-Петербург <br>Фото: Ольга Семенова,mchsgov
5357,"Команда МЧС России поздравляет дружный коллектив Российского союза спасателей с 10-летием образования.<br><br>РОССОЮЗСПАС – это прежде всего почти 40 тысяч неравнодушных людей. Людей разных возрастов и социального статуса, объединившихся для решения вопросов предупреждения, защиты, обучения населения и реагирования на чрезвычайные ситуации. <br><br>Это настоящее Братство спасателей и пожарных, посвятивших себя делу спасения человеческой жизни. И это не только профессионалы, это и наиболее активная часть гражданского общества - добровольцы. Воспитание у детей, молодёжи и взрослого населения культуры безопасности, готовности к действиям в различных чрезвычайных ситуациях, организация сбора и доставки гуманитарной помощи пострадавшему населению и оказание всесторонней помощи попавшим в тяжелую жизненную ситуацию самим спасателям и пожарным, в том числе и членам их семей – такие основные смыслы и задачи были заложены в идеологию организации её основателями Юрием Леонидовичем Воробьевым и Сергеем Кужугетовичем Шойгу в 2006 году.",mchsgov
5358,"#ЧрезвычайныйБлогер<br><br>Вчера в Жуковском на территории ЛИИ им. М.М. Громова состоялась демонстрация возможностей самолета МЧС России Сухой Суперджет 100 в специальной модификации ""летающий госпиталь"".<br><br>Подробнее можно почитать в репортаже Марины Лысцевой.<br>http://fotografersha.livejournal.com/817107.html",mchsgov
5359,"#ИсторияМЧС <br><br>Июль 2006 <br>Операция по эвакуации граждан России и подданных стран СНГ из зоны военного конфликта (Ливан). <br><br>На первом этапе, с 19 по 22 июля, 11 спецрейсами МЧС России в г. Москву были доставлены более 1400 человек – граждане России, стран СНГ и прибалтийских государств. 25 июля двумя самолетами МЧС из Латакии в Москву были доставлены 216 человек. Еще 120 человек были эвакуированы с Кипра. В ходе двух этапов эвакуации самолетами МЧС России были доставлены в г. Москву в общей сложности 1701 человек, в том числе 555 детей. <br><br>Психологическое сопровождение эвакуации осуществляли специалисты Центра экстренной психологической помощи МЧС России.",mchsgov
5360,«Летающий госпиталь» Суперджет RRJ-95LR-100 к работе готов.<br><br>В Жуковском прошла тренировка медиков и специалистов Государственного центрального аэромобильного спасательного отряда «Центроспас» по монтажу и использованию медицинских модулей для санитарной эвакуации на новейшем самолете «Сухой» Суперджет-100.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32817564/,mchsgov
5361,#ОпросМЧС,mchsgov
5362,"Указом Президента РФ экипаж Ил-76 МЧС России, погибший при тушении лесных пожаров в Иркутской области, посмертно награжден орденами Мужества.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32817199/",mchsgov
5363,"#ДетиГерои <br><br>Восьмилетний мальчик из Смоленска спас упавшего в реку малыша. <br><br>Даниил Бахарев, ученик второго класса, живет в Гнёздове, 28 мая он совершил поступок, достойный настоящего мужчины, — спас тонущего трехлетнего ребенка. Мальчик возвращался с футбольной тренировки, взял велосипед и поехал в соседний двор. Приехав к друзьям, Даниил заметил на берегу реки непотушенный костер и пошел на речку Ольшанку, чтобы погасить огонь. Нагнувшись, чтобы набрать воды, Даня увидел тонущего ребенка. Он закричал и позвал на помощь, затем бросился в воду. <br><br>Сестра Даниила рассказывает: «Маленький Илюша кораблики бумажные в воду запускал, не удержался и со склона в речку, сначала за траву цеплялся, плакал, ну а когда мы подбежали, он уже в воде был. Мы и опомниться не успели, как брат в речку за маленьким прыгнул». <br><br>«Я когда его глаза увидел, обо всем на свете забыл, под него поднырнул и на себя закинул, он меня за шею обнял и плакать сразу перестал, мы к берегу подплыли, там уже мне помогли его вытащить», — сообщил юный спасатель.",mchsgov
5364,Собаки воронежских кинологических расчетов на межведомственных учениях по поиску потерявшихся людей,mchsgov
5365,"18 июля – День Государственного пожарного надзора.<br>Сегодня ГПН отмечает 89-ю годовщину со дня образования.<br><br>С праздником Вас, коллеги!",mchsgov
5366,#БудниМЧС <br><br>Хорошей недели! <br>Фото: Алевтина Шашкина,mchsgov
5367,"#СМИобМЧС <br><br>ГИМС проводит проверки на Черноморском побережье. Ежедневно инспекция по маломерным судам следит за соблюдением техники безопасности теми, кто предлагает отдыхающим экстремальные водные развлечения. <br><br>Видео репортаж телеканала Россия Кубань. <br>https://www.youtube.com/watch?v=Dcc1wgtfBSU",mchsgov
5368,"В детском лагере «Тринта» прошел день пожарной безопасности и безопасности на воде. Московские спасатели устроили для детей настоящий праздник с конкурсами, викторинами и показом пожарно-спасательной техники. <br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32814437/",mchsgov
5369,"#ЧрезвычайныйБлогер<br><br>Блогер Анна Кравченко побывала на патрульном катере Госинспекции по маломерным судам и посмотрела, как работают инспекторы и с чем им чаще всего приходится сталкиваться в своей работе.<br> <br>http://scuir.livejournal.com/18870.html",mchsgov
5370,"#ДинастииПожарных<br><br>Если сложить все годы, которые семья Литвиновых отдала любимому делу - службе в пожарной охране, то получится более 100 лет.<br>Родоначальником вековой истории стал Иван Павлович Литвинов.<br><br>Более подробно читайте по ссылке:<br>http://www.mchs.gov.ru/document/19574419",mchsgov
5371,#БудниМЧС<br><br>Преданные помощники спасателей.,mchsgov
5372,"Глава МЧС России Владимир Пучков наградил ведомственной медалью 12-летнюю москвичку Юлию Король за подвиг, совершенный на Сямозере в Карелии<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32813400/",mchsgov
5373,"Информация для граждан РФ находящихся на территории Турции.<br><br>Министерство иностранных дел России открыло горячую линию для россиян, попавших в экстренную ситуацию: <br>+90-312-439-21-22.<br>+90-312-440-82-17<br><br>Посольство России в Турции (Анкара)<br>Адрес:<br>Karyağdı sok., No 5, 06692, Çankaya (P.K. 35 Kavaklıdere), Ankara Türkiye<br><br>Обратиться за помощью можно по короткому номеру: 112<br> <br>Берегите себя!<br><br>Фото: Gokhan Tan/Getty Images",mchsgov
5374,"Сегодня в 23:00 на Первом канале состоится эфир 1/8 финала Премьер-лиги КВН, в котором приняла участие команда МЧС России ""Есть смысл спасать"". <br><br>Болеем за наших вместе! <br><br>Подробности в группе: http://vk.com/kvn_mhs_vrn",mchsgov
5375,"В новом выпуске #МЧС_112:<br><br>специалисты МЧС России и американского FEMA обсудили вопросы информационного взаимодействия;<br><br>на месте крушения самолета Ил-76 МЧС России создан мемориал в память о членах экипажа, погибших при выполнении служебного долга; <br><br>сотрудники МЧС России обеспечивают безопасность Международного ралли «Шелковый путь-2016».<br><br>#мчс",mchsgov
5376,Друзья! В связи с событиями в Ницце министерство иностранных дел Франции открыло горячую линию для иностранцев и их семей: +33 1 43 17 56 46.<br><br>Также действует горячая линия центральной больницы Ниццы: 04 93 72 22 22.<br><br>Посольство России во Франции: +33-145-04-61-23 <br>Обратиться за помощью можно по короткому номеру: 112<br> <br>Берегите себя!<br><br>Фото: Sasha Goldsmith via AP,mchsgov
5377,#БЕЗОПАСНОСТЬЭТО<br><br>Берегите себя и следуйте правилам безопасности!,mchsgov
5378,#ПамяткаМЧС<br><br>Опасность нужно знать в лицо. Берегите себя и близких во время отдыха на море!<br><br>https://new.vk.com/page-32123991_50800085,mchsgov
5379,"Соревнования кинологов МЧС России в самом разгаре!<br><br>Кинологические расчеты показали всё своё мастерство в конкурсной программе фристайл - «Цирк и манипулятор».<br><br>В столице Удмуртской Республики г. Ижевске проходят открытые региональные сертификационные соревнования поисково-спасательных расчетов поисковой кинологической службы МЧС России в 2016 году, посвященные 20-летию со дня создания кинологической службы МЧС России (20 июня кинологической службе МЧС России исполнилось двадцать лет). В соревнованиях принимают участие 66 кинологических расчетов, в том числе 20 расчетов из Приволжского регионального центра МЧС России. Вместе с кинологами в соревнованиях принимают участие их питомцы различных пород.  Без участия четвероногих спасателей сегодня не обходится ни одна крупная поисково-спасательная операция. Они находят людей, заблудившихся в лесах и на болотах, ищут пострадавших под завалами зданий, ищут тела погибших.<br>Накануне, 13 июля в Ижевск из Москвы  прибыла начальник кинологической службы МЧС России, главный специалист-эксперт Департамента пожарно-спасательных сил и специальных формирований МЧС России  Елена Евгеньевна Колпакова. <br>Начальник кинологической службы МЧС России поприветствовала всех участников, отметила высокий уровень организации соревнований. Также она подчеркнула, что такие мероприятия приносят командам огромный опыт, а для некоторых кинологических расчётов они служат предпосылкой внести коррективы в свой тренировочный процесс в плане совершенствования отдельных упражнений. <br>Участники соревнований уже продемонстрировали свое мастерство в поиске условно пострадавших в природной среде и техногенных завалах и этап проверки послушания и ловкости. <br>Бурными аплодисментами и небывалым восторгом  завершилось вечернее конкурсное выступление. Кинологические расчеты показали всё своё мастерство в программе фристайл - «Цирк и манипулятор». Весьма впечатляющие упражнения и профессиональные трюки просто «взрывали» публику: эмоциям зрителей не было предела от удивления и восторга. <br>Как рассказала нам в интервью Елена Колпакова, идея использования собак для поиска пострадавших под завалами появилась еще в 1989 году после крупного землетрясения в Армении: «Тогда в зоне бедствия работали добровольцы, которые впоследствии и стали спасателями. Некоторые из них по своей инициативе стали тренировать собак. В 1995 году на Сахалине после сильнейшего землетрясения, разрушившего город Нефтегорск, впервые были применены эти подготовленные четвероногие спасатели, при помощи которых из-под завалов были спасены более 50 человек. После этого было принято решение о создании в МЧС кинологической службы».<br>За 20 лет произошли значительные изменения. Служба получила достойное развитие, и в настоящее время продолжает совершенствоваться, повышая профессиональное мастерство спасателей-кинологов, обмениваясь опытом развития технологий поисково-спасательных работ. Сейчас уже сложно поспорить с тем, что спасатели–кинологи на практике доказали эффективность работы со специально обученными собаками при поиске и обнаружении пострадавших при чрезвычайных ситуациях природного и техногенного характера. На счету кинологической службы министерства - сотни спасенных человеческих жизней, и лохматые спасатели «не покладая лап» постоянно находятся на боевом дежурстве».<br><br>Больше фото по ссылке: http://vk.com/album-38257309_234028242",mchsgov
5380,"⚡ Внимание, #конкурс!<br><br>Летние каникулы – отличное время для спорта! Именно так считает Спасик. Он не сидит целыми днями дома за компьютером, а использует любую возможность для активного отдыха – катается на велосипеде, плавает, играет в футбол, ходит в походы. Но, конечно, соблюдает все правила безопасности во время этих занятий!<br><br>А как лето проводишь ты? Прими вызов Спасика, покажи, что тоже умеешь отдыхать активно и безопасно! <br><br>Правила конкурса:<br><br>1⃣ Подпишись на сообщество «Спасик МЧС» во Вконтакте. <br><br>2⃣ Сделай репост этого поста на своей стене.<br><br>3⃣ Размести фото, как ты активно и ❗безопасно❗ отдыхаешь этим летом, в альбоме https://vk.com/album-48065864_233750913 и в комментариях под постом. <br><br>4⃣ В описании к фото добавь хэштег #ВызовСпасикаПринят. <br><br>5⃣ Жди результатов конкурса в нашей группе!<br><br>⚠ Итоги конкурса: 29 июля.<br><br>Три победителя будут определены случайным образом среди участников, которые выполнили все условия конкурса. Они получат памятные призы с символикой портала детской безопасности «Спас-Экстрим»! 🎁<br><br>#Спасик #лето #безопасность",mchsgov
5381,Пиротехники МЧС России продолжат работу по очистке территории Республики Сербия от неразорвавшихся боеприпасов.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32810907/,mchsgov
5382,Президент Российской Федерации Владимир Путин подписал Указ о присвоении классного чина государственной гражданской службы РФ - действительный государственный советник РФ 2 класса первому заместителю министра Владимиру Степанову.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32810597/,mchsgov
5383,#БудниМЧС <br><br>Тренировка горноспасателей в многофункциональном тренажёрном комплексе в Губкине. <br>Фото: Татьяна Михайлова,mchsgov
5384,"Сибирские спасатели эвакуировали мальчика, получившего тяжелую травму в отдаленном горном районе.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32809265/",mchsgov
5385,#ТехникаМЧС <br><br>Многоцелевой поисково-спасательный катер “Мангуст”.,mchsgov
5386,"#ИсторияМЧС <br><br>Июль 2000 <br>Ликвидация последствий схода селевых потоков в г.Тырныаузе (КБР). <br><br>В июле 2000 года в результате селевого потока город Тырныауз (Кабардино-Балкарская Республика) был практически парализован. В результате прохождения 18 и 19 июля селевых потоков произошло затопление жилых домов, разрушен автомобильный мост через реку Баксан. Всего из поврежденных домов было отселено 930 человек. <br><br>Для ликвидации чрезвычайной ситуации туда срочно вылетела оперативная группа МЧС России, возглавил которую первый заместитель министра РФ по чрезвычайным ситуациям Юрий Воробьёв. В состав группы вошли спасатели Центроспаса и центра Лидер. Спасатели ликвидировали последствия крупнейшей ЧС, работали на обрушившихся зданиях, спасали живых и искали тела погибших, извлекали пострадавших из неимоверно трудных завалов, состоявших из грязекаменного потока, перемешанного с обломками, участвовали в решении вопросов жизнеобеспечения города, обеспечивая горожан водой и горячей пищей.",mchsgov
5387,В режиме видеоконференцсвязи специалисты МЧС России и Федерального агентства подразделения Министерства внутренней безопасности США (FEMA) обсудили вопросы информационного взаимодействия.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32808254/,mchsgov
5388,Тагильский пожарный стал абсолютным чемпионом России по парашютно-атлетическому многоборью.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32807710/,mchsgov
5389,МЧС предупреждает!,mchsgov
5390,"#ДетиГерои <br><br>Дело было в конце апреля, когда установилась теплая и сухая погода. Подходя к дому, Ростислав Железнов почувствовал запах гари: горели сараи, расположенные в 10 метрах от жилых домов. Огонь по сухой траве мгновенно мог перекинуться на деревянные строения. <br><br>Первым делом он позвонил в службу спасения, а затем побежал по ближайшим домам, стучал в двери и кричал, чтобы жители выходили на улицу. Возле одного из домов был колодец со шлангом. Ростислав включил воду, растянул шланг и начал поливать огонь. <br>- Было так жарко, что я обливался холодной водой из ведер, иначе к сараям подойти было невозможно, - рассказывает нам герой. В этот момент к месту ЧП подоспели пожарные. <br><br>После случившегося герой записался в Дружину юных пожарных в Губахе. А после 9 класса решил поступать в колледж Олимпийского резерва на факультет пожарной безопасности. <br><br>Фото: kp.ru",mchsgov
5391,"Уже в эту субботу на Первом канале состоится эфир 1/8 финала Премьер-лиги КВН, в котором приняла участие команда МЧС России ""Есть смысл спасать"". Смотрите эфир 16 июля в 23:00. Болеем за наших вместе!",mchsgov
5392,"Всероссийская акция «Научись плавать» проходит в Республике Алтай<br>10 июля в Республике Алтай в рамках всероссийской акции «Научись плавать», инспекторы Центра ГИМС МЧС России по Республике Алтай провели занятие с детьми, отдыхающими в палаточном лагере детско-юношеской спортивной школы. В акции приняли участие более 100 человек.<br>Всероссийская акция «Научись плавать» проходит в детских оздоровительных лагерях в течение всего купального сезона и проводится в целях формирования у детей представлений о здоровом образе жизни, повышения культуры безопасности детей на водных объектах, приобретения практических навыков и умений плавания, совершенствования физического развития подрастающего поколения.<br>10 июля инспектор Центра ГИМС МЧС России по Республике Алтай Алексей Бондаренко подробно рассказал ребятам о том, как пользоваться спасательным кругом, чтобы спасая утопающего не причинить ему физического вреда, как вытягивать тонущего из воды с помощью веревки «конец Александрова». Инспекторы Юрий Гонохов и Евгений Зырянов раздали всем участникам мероприятия цветные листовки о правилах безопасного поведения на воде, затем ребята приступили к применению полученных знаний на практике. На детей, которые не умели плавать, инспекторы надевали спасательные жилеты и, помогая им удерживаться на воде, учили их плавать.<br>Занятие очень понравилось и малышам и ребятам постарше, а главное, все они еще раз осознали, что для того чтобы купание приносило только радость, а не беду, нельзя быть беспечными, и надо заботиться о своей безопасности и о тех, кто рядом.",mchsgov
5393,"Необычная выставка открылась сегодня в МЧС России – в холле административного здания выставлены более 20 картин, демонстрирующих работу пожарных. <br><br>Ее уникальность в том, что авторы полотен - сами огнеборцы и члены их семей.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32806114/",mchsgov
5394,"#ПамяткаМЧС<br><br>Сохраните себе эти несложные правила поведения на воде и у воды, постарайтесь соблюдать их, уважаемые участники сообщества!<br><br>https://new.vk.com/page-32123991_50789988",mchsgov
5395,#БудниМЧС <br><br>Пожарно-тактическое учение на аэродроме «Раменское».,mchsgov
5396,"Сотрудники Главного управления МЧС России по Чеченской Республике спасли 9-летнего мальчика, упавшего в 170-метровую пропасть.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32804846/",mchsgov
5397,Три поколения этой семьи живут и служат в столице. Суммарный стаж их работы в системе МЧС превышает 150 лет.<br><br>Более подробно можно почитать по ссылке:<br>http://www.mchs.gov.ru/document/25301746,mchsgov
5398,#ПамяткаМЧС<br><br>Опасность нужно знать в лицо. <br>Берегите себя и близких во время отдыха на море!,mchsgov
5399,#ЧрезвычайныйБлогер<br><br>Пресс – тур посвящённый ознакомлению с работой многофункционального тренажёрного комплекса по обучению горноспасателей в Губкине.<br><br>Читайте подробный рассказ Татьяны Михайловой у нее в блоге:<br>http://tijuana-la.livejournal.com/139949.html,mchsgov
5400,"В Тверской области в детских оздоровительных лагерях созданы временные пожарно-спасательные посты, на которых организовано круглосуточное дежурство сотрудников пожарно-спасательных частей. <br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32803028/",mchsgov
5401,#БудниМЧС<br><br>Вертолет КА-32 в аэропорту «Южный» в городе Ростов-на-Дону<br>Фото: Марина Лысцева,mchsgov
5402,"В новом выпуске #МЧС_112:<br><br>в городе Жуковском Московской области прошла гражданская панихида по сотрудникам МЧС России, погибшим при исполнении служебного долга в Иркутской области;<br><br>ликвидация прохождения комплекса неблагоприятных метеоявлений в Ростовской области;<br><br>пиротехники крымского МЧС успешно обезвредили авиабомбу весом 70 кг. Бомба была обнаружена недалеко от Бахчисарая.<br><br>#мчс",mchsgov
5403,#ТехникаМЧС<br><br>Пожарно-спасательный мотоцикл на базе “Хонда” VFR1200X,mchsgov
5404,"Глава МЧС России Владимир Пучков прибыл в Тверь, где оценил работу Центра материально-технического обеспечения федеральной противопожарной службы.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/32802742/",mchsgov
5405,#СМИобМЧС<br><br>Катастрофа Ил-76 МЧС России должна простимулировать совершенствование пожарных технологий.<br><br>http://www.interfax-russia.ru/Moscow/special.asp?sec=1721&amp;id=742696,mchsgov
5406,#БЕЗОПАСНОСТЬЭТО<br><br>Берегите себя и следуйте правилам безопасности!,mchsgov
5407,#БудниМЧС <br><br>Главный помощник добровольных спасателей Москвы.<br>Фото: Зыков Кирилл,mchsgov
5408,"#ПравительствоМосквы #Конкурс #ЛучшийПоПрофессии #Спасатели #ДепартаментГОЧСиПБ #СВАО <br><br>«Лучший спасатель Москвы - 2016»<br><br>В столице завершился конкурс «Лучший спасатель Москвы - 2016».<br>В этом году соревнования среди столичных спасателей проводились на базе Учебного полигона практической подготовки спасателей и пожарных Учебно-методического центра ГО и ЧС Москвы и на базе поисково-спасательной станции «Строгино».<br>В финал конкурса прошли 20 самых лучших спасателей городского пожарно-спасательного центра и столичной поисково-спасательной службы на водных объектах. <br>Всего в конкурсе 2016 года принимали участие более 2 тыс. сотрудников аварийно-спасательных отрядов, поисково-спасательных станций и других спасательных формирований столицы.<br>Соревнования среди профессионалов-спасателей столицы являются традиционными и проводятся ежегодно в целях повышения престижа профессии «Спасатель», совершенствования их профессионального мастерства и определения лучших по профессии. <br>На протяжении последних трех лет лучшим спасателем Москвы был признан спасатель из Северо-Востока столицы Сергей Семенов. <br>Сергей с 2013 года представлял на городских соревнованиях аварийно-спасательный отряд №3 ГКУ «ПСЦ» и три года подряд побеждал в конкурсе профессионального мастерства. Итоги конкурса 2016 года будут подведены ко Дню города.  <br>Чтобы стать лучшим на конкурсе финалистам пришлось пройти шесть этапов состязаний включивших в себя: оказание первой помощи в ДТП, помощь и спасение при техногенной ЧС, альпинистскую подготовку с использованием специального снаряжения при оказании помощи пострадавшим в горах и на высоте. Состязания включали и теоретическую подготовку, сдачу нормативов по физической подготовке и умению оказывать помощь пострадавшим на воде.<br>Участие в конкурсе является престижным для всех спасателей столицы. На протяжении года кандидаты готовятся к участию в профессиональных состязаниях, стремятся стать лучшими в конкурсе.<br>Соревнования «Лучший спасатель Москвы-2016» организованы Департаментом ГОЧСиПБ совместно с Комитетом общественных связей города Москвы и городской организацией профсоюза работников госучреждений и общественного обслуживания Российской Федерации, в рамках общегородского конкурса профессионального мастерства.<br>В церемонии открытия состязаний 2016 года приняла участие заместитель председателя МГО профсоюза работников госучреждений Елена Зотова. <br>На протяжении более десяти лет Комитет общественных связей столицы совместно с Московским городским отделением профсоюза работников госучреждений проводят общегородской конкурс «Московские мастера». Каждый год утверждается перечень конкурсных профессий, учреждаются денежные премии для награждения победителей и призеров конкурса, организуются церемония награждения и праздничный концерт. Из года в год конкурс набирает обороты. Победителей и призеров «Московских мастеров» определяет конкурсная комиссия, которая оценивает уровень теоретической и практической подготовки участников, используя балльную систему. Награждение победителей проходит в рамках празднования Дня города. Дипломы и денежные премии лауреатам конкурса вручает мэр города Сергей Собянин.",mchsgov
